id,veh_value,exposure,veh_body,veh_age,gender,area,dr_age,claim_ind,claim_count,claim_cost
12292,1.11,0.097353539,HBACK,2,M,A,4,0,0,0
12295,1.3,0.842295798,HBACK,2,M,A,3,0,0,0
12297,5.41,0.164848557,STNWG,2,M,A,2,0,0,0
12298,1.24,0.706097035,SEDAN,2,F,A,2,0,0,0
12300,1.56,0.394610491,SEDAN,4,F,A,4,0,0,0
12301,1.46,0.513589262,HBACK,1,F,A,4,0,0,0
12309,2.49,0.867024124,SEDAN,2,F,A,5,0,0,0
12310,0.61,0.999334735,PANVN,4,M,A,3,0,0,0
12315,2.59,0.100229393,STNWG,2,F,A,3,0,0,0
12316,3.8,0.071684885,STNWG,1,M,A,3,0,0,0
12320,0.94,0.477679441,HBACK,3,F,A,2,0,0,0
12321,1.97,0.316825261,STNWG,4,M,A,4,0,0,0
12325,0.96,0.343570449,SEDAN,3,F,A,6,0,0,0
12336,1.56,0.429825257,MIBUS,4,F,A,2,0,0,0
12337,2.39,0.931086184,SEDAN,2,M,A,6,0,0,0
12338,0.71,0.502395645,HBACK,4,F,A,6,0,0,0
12347,4.06,0.822937995,STNWG,1,F,A,1,0,0,0
12348,1.66,0.1925194,SEDAN,3,F,A,3,0,0,0
12349,1.71,0.192802991,MIBUS,4,F,A,3,0,0,0
12353,1.9,0.174823337,SEDAN,2,F,A,4,0,0,0
12354,1.46,0.600234421,SEDAN,3,F,A,5,0,0,0
12355,1.51,0.828332643,SEDAN,2,F,A,2,0,0,0
12358,1.09,0.235350966,STNWG,3,F,A,1,0,0,0
12359,4.54,0.77848587,STNWG,1,F,A,4,0,0,0
12363,0.46,0.448229616,HBACK,4,M,A,3,0,0,0
12366,3.23,0.232773034,STNWG,2,F,A,2,0,0,0
12372,1.83,0.56903776,SEDAN,2,F,A,4,0,0,0
12376,2.48,0.428442139,STNWG,3,M,A,1,0,0,0
12386,1.01,0.144408928,UTE,4,F,A,4,0,0,0
12389,3.07,0.045358762,STNWG,2,F,A,4,0,0,0
12395,2.16,0.500738834,STNWG,3,M,A,3,0,0,0
12397,4.09,0.420675902,STNWG,2,F,A,4,0,0,0
12400,3.79,0.254680776,STNWG,2,M,A,5,0,0,0
12403,1.68,0.427377496,HBACK,1,M,A,1,0,0,0
12405,2.68,0.34610016,SEDAN,1,M,A,6,0,0,0
12409,0.67,0.549472144,SEDAN,4,M,A,4,0,0,0
12415,0.6,0.020762698,COUPE,4,F,A,5,0,0,0
12418,2.76,0.781254827,STNWG,1,M,A,2,0,0,0
12419,1.48,0.156174992,SEDAN,3,M,A,6,0,0,0
12421,1.6,0.552334117,HBACK,1,F,A,6,0,0,0
12424,2.5,0.798250696,HBACK,1,M,A,4,0,0,0
12425,4.89,0.999330053,STNWG,1,M,A,4,0,0,0
12428,0.82,0.178372708,SEDAN,4,F,A,3,0,0,0
12430,1.03,0.841674856,SEDAN,3,F,A,5,0,0,0
12431,1.43,0.210488644,HBACK,1,F,A,2,0,0,0
12433,0.77,0.508677842,SEDAN,4,M,A,2,0,0,0
12434,1.7,0.495102844,SEDAN,2,F,A,2,0,0,0
12450,0.97,0.071229084,SEDAN,4,F,A,3,0,0,0
12454,4.41,0.241959124,STNWG,1,F,A,2,0,0,0
12456,1.53,0.470715413,HBACK,2,F,A,4,0,0,0
12468,0.53,0.431236037,SEDAN,4,F,A,5,0,0,0
12471,0.46,0.11550018,COUPE,4,F,A,5,0,0,0
12475,0.75,0.506601238,SEDAN,4,F,A,3,0,0,0
12479,2.62,0.191218811,STNWG,4,F,A,3,0,0,0
12481,2.6,0.83222204,STNWG,3,M,A,2,0,0,0
12483,7.56,0.167107881,SEDAN,4,M,A,4,0,0,0
12485,1.49,0.83478847,HBACK,2,F,A,2,0,0,0
12487,4.49,0.562006979,TRUCK,1,M,A,4,0,0,0
12488,0.69,0.804057122,HBACK,4,F,A,5,0,0,0
12489,1.3,0.837160707,SEDAN,3,M,A,3,0,0,0
12490,1.32,0.616976445,SEDAN,3,M,A,6,0,0,0
12500,1.06,0.11375978,SEDAN,3,M,A,2,0,0,0
12503,1.23,0.016194925,HBACK,4,M,A,2,0,0,0
12504,1.08,0.285739662,SEDAN,3,F,A,4,0,0,0
12505,0.83,0.833804425,HBACK,4,F,A,3,0,0,0
12506,2.1,0.401671999,SEDAN,2,F,A,5,0,0,0
12508,1.16,0.050270761,UTE,4,M,A,1,0,0,0
12514,0.88,0.399445223,SEDAN,4,F,A,6,0,0,0
12516,1.69,0.171939948,HBACK,2,F,A,1,0,0,0
12517,0.64,0.241322417,SEDAN,4,M,A,4,0,0,0
12525,1.79,0.096470993,STNWG,4,F,A,6,0,0,0
12531,2.04,0.826921933,SEDAN,3,M,A,6,0,0,0
12537,2.16,0.802464793,HBACK,1,F,A,4,0,0,0
12539,3.32,0.320339653,STNWG,2,F,A,3,0,0,0
12545,1.7,0.411372075,SEDAN,3,F,A,4,0,0,0
12546,0.87,0.392337689,HBACK,4,F,A,5,0,0,0
12548,3.6,0.204614894,STNWG,2,M,A,1,0,0,0
12550,2.82,0.049570547,HBACK,2,M,A,5,0,0,0
12551,1.91,0.354756583,SEDAN,3,M,A,5,0,0,0
12557,1.48,0.343986444,UTE,4,M,A,6,0,0,0
12559,1.74,0.509443469,HBACK,2,F,A,1,0,0,0
12561,4,0.200413193,STNWG,2,M,A,3,0,0,0
12568,3.26,0.497751395,STNWG,1,M,A,2,0,0,0
12571,3.61,0.668394229,STNWG,2,F,A,2,0,0,0
12575,1.03,0.828938492,SEDAN,3,M,A,6,0,0,0
12581,1.64,0.824617117,SEDAN,3,F,A,5,0,0,0
12584,0.96,0.82782401,HBACK,3,F,A,3,0,0,0
12585,0.44,0.349862191,SEDAN,4,M,A,6,0,0,0
12586,2.53,0.404264435,SEDAN,2,F,A,2,0,0,0
12587,2.78,0.663934866,SEDAN,4,M,A,4,0,0,0
12589,0.92,0.337941654,SEDAN,4,F,A,6,0,0,0
12590,1.12,0.229062647,SEDAN,3,F,A,2,0,0,0
12595,0.74,0.35009597,SEDAN,4,M,A,6,0,0,0
12598,3.28,0.23928017,HBACK,1,F,A,4,0,0,0
12600,1,0.800080082,HBACK,3,F,A,1,0,0,0
12602,1.35,0.398850673,HBACK,1,F,A,3,0,0,0
12604,1.53,0.974840312,SEDAN,3,M,A,2,0,0,0
12605,2.44,0.049904057,STNWG,3,F,A,5,0,0,0
12607,1.25,0.185857097,HBACK,1,F,A,2,0,0,0
12612,2.71,0.850913896,STNWG,2,M,A,3,0,0,0
12613,1.68,0.712898646,TRUCK,1,M,A,4,0,0,0
12614,1.42,0.999332805,SEDAN,2,F,A,2,0,0,0
12620,1.24,0.566377283,SEDAN,3,F,A,5,0,0,0
12622,2.75,0.288508406,STNWG,1,F,A,5,0,0,0
12623,2.14,0.655276307,STNWG,3,F,A,2,0,0,0
12625,4.14,0.099319665,STNWG,2,F,A,2,0,0,0
12634,1.12,0.055550204,HBACK,3,M,A,3,0,0,0
12641,1.52,0.129321564,HBACK,1,F,A,1,0,0,0
12642,2.49,0.391304973,HBACK,3,F,A,4,0,0,0
12646,2.44,0.152971355,STNWG,3,F,A,3,0,0,0
12648,2.15,0.443909797,SEDAN,2,F,A,2,0,0,0
12651,1.8,0.544811864,SEDAN,2,M,A,4,0,0,0
12653,0.39,0.545844571,HBACK,4,F,A,6,0,0,0
12655,1.12,0.547726371,SEDAN,3,F,A,4,0,0,0
12656,1.04,0.35206503,STNWG,4,M,A,1,0,0,0
12658,0.92,0.306493834,HBACK,3,F,A,2,0,0,0
12659,2.45,0.541840809,STNWG,3,F,A,5,0,0,0
12660,1.58,0.874838857,STNWG,4,M,A,5,0,0,0
12662,2.12,0.347119689,SEDAN,2,F,A,3,0,0,0
12666,1.54,0.488600242,HBACK,1,F,A,1,0,0,0
12668,1.43,0.290905718,SEDAN,3,F,A,5,0,0,0
12669,0.89,0.519037921,HBACK,4,F,A,4,0,0,0
12671,2.3,0.508610821,STNWG,2,F,A,5,0,0,0
12673,1.9,0.810819927,STNWG,2,F,A,3,0,0,0
12674,1.63,0.83880166,SEDAN,2,F,A,4,0,0,0
12675,1.55,0.826376413,STNWG,4,M,A,2,0,0,0
12677,0.61,0.162850829,SEDAN,4,M,A,6,0,0,0
12681,1.86,0.213869335,SEDAN,3,F,A,5,0,0,0
12682,2.24,0.602149091,SEDAN,2,M,A,6,0,0,0
12690,2.89,0.347875906,SEDAN,1,M,A,6,0,0,0
12692,1.37,0.131699726,HBACK,2,F,A,3,0,0,0
12694,1.75,0.025006069,STNWG,4,F,A,3,0,0,0
12700,1.56,0.874013565,SEDAN,3,F,A,3,0,0,0
12701,0.9,0.678239132,HBACK,3,F,A,2,0,0,0
12708,1.33,0.873663007,SEDAN,3,F,A,2,0,0,0
12710,1.17,0.91260648,STNWG,4,M,A,3,0,0,0
12713,0.76,0.44017975,HBACK,4,F,A,1,0,0,0
12717,1.03,0.191246486,STNWG,3,F,A,3,0,0,0
12719,1.91,0.560921257,STNWG,3,F,A,2,0,0,0
12721,1.29,0.17413514,HBACK,2,F,A,3,0,0,0
12722,0.19,0.6948376,HBACK,4,F,A,3,0,0,0
12726,1.66,0.531866315,SEDAN,1,F,A,6,0,0,0
12728,2.11,0.14241802,SEDAN,2,M,A,3,0,0,0
12729,1.48,0.208635748,HBACK,2,F,A,2,0,0,0
12730,1,0.320141758,HBACK,4,F,A,4,0,0,0
12731,1.58,0.870198007,HBACK,1,F,A,5,0,0,0
12737,1.47,0.260692475,SEDAN,3,F,A,2,0,0,0
12742,1.22,0.027141637,HBACK,4,F,A,4,0,0,0
12743,1.32,0.220284682,HBACK,1,M,A,1,0,0,0
12744,1.09,0.324787838,HDTOP,4,M,A,3,0,0,0
12752,1.44,0.01987907,SEDAN,2,F,A,4,0,0,0
12756,1.9,0.457773327,SEDAN,2,M,A,5,0,0,0
12757,1.64,0.789156915,HBACK,1,M,A,1,0,0,0
12765,1.49,0.577427686,HBACK,2,F,A,2,0,0,0
12772,1.44,0.314734257,HBACK,1,F,A,2,0,0,0
12773,1.34,0.972820874,HBACK,3,F,A,6,0,0,0
12774,1.41,0.333670227,HBACK,2,F,A,1,0,0,0
12775,4.97,0.465795503,STNWG,1,F,A,4,0,0,0
12779,0.71,0.499679249,HBACK,3,M,A,6,0,0,0
12781,1.06,0.460871419,HBACK,3,F,A,4,0,0,0
12782,0.38,0.020906106,SEDAN,4,F,A,6,0,0,0
12783,2.56,0.84920244,SEDAN,4,M,A,5,0,0,0
12784,0.32,0.893359929,SEDAN,4,M,A,6,0,0,0
12787,2.45,0.210914554,PANVN,1,M,A,6,0,0,0
12790,2.16,0.027385132,SEDAN,2,F,A,4,0,0,0
12796,1.44,0.89510319,SEDAN,2,F,A,4,0,0,0
12799,7.3,0.868131159,CONVT,2,F,A,3,0,0,0
12801,2.7,0.396482286,HDTOP,3,M,A,4,0,0,0
12802,1.96,0.551875235,STNWG,4,M,A,5,0,0,0
12803,0.91,0.55369353,HBACK,3,F,A,3,0,0,0
12805,1.78,0.559605805,SEDAN,2,F,A,3,0,0,0
12807,1.86,0.471955387,HDTOP,3,F,A,2,0,0,0
12808,1.69,0.217624085,SEDAN,2,F,A,6,0,0,0
12809,1.35,0.864735373,HBACK,2,M,A,4,0,0,0
12812,1.75,0.113684622,STNWG,4,F,A,3,0,0,0
12813,0.92,0.863803651,SEDAN,3,F,A,2,0,0,0
12816,0.63,0.118194305,HBACK,4,F,A,4,0,0,0
12821,0.84,0.347944648,HBACK,3,F,A,1,0,0,0
12823,1.79,0.86569381,SEDAN,2,F,A,4,0,0,0
12824,1.41,0.888202956,HBACK,2,F,A,2,0,0,0
12828,0.46,0.134111251,HBACK,4,F,A,6,0,0,0
12830,2.06,0.669821966,SEDAN,2,F,A,5,0,0,0
12831,1.41,0.972033744,SEDAN,2,M,A,4,0,0,0
12835,0.99,0.609118243,HBACK,3,M,A,3,0,0,0
12838,1.99,0.854584044,HBACK,3,F,A,4,0,0,0
12842,0.42,0.60068651,STNWG,4,F,A,4,0,0,0
12844,1.29,0.890747922,SEDAN,3,F,A,6,0,0,0
12846,5.6,0.528794068,STNWG,1,F,A,3,0,0,0
12852,2.06,0.890259934,STNWG,4,M,A,5,0,0,0
12853,3.41,0.51249179,STNWG,2,M,A,3,0,0,0
12856,1,0.289655669,SEDAN,3,F,A,2,0,0,0
12859,2.44,0.321909586,STNWG,2,F,A,3,0,0,0
12862,3.81,0.921423261,UTE,1,M,A,4,0,0,0
12872,1.92,0.006605356,SEDAN,2,F,A,2,0,0,0
12873,1.85,0.130747987,SEDAN,1,M,A,6,0,0,0
12876,2.19,0.102434112,HBACK,1,M,A,1,0,0,0
12878,1.26,0.902359752,HBACK,2,F,A,1,0,0,0
12887,2.96,0.148668493,SEDAN,2,F,A,1,0,0,0
12898,0.77,0.6076192,SEDAN,4,F,A,5,0,0,0
12901,1.88,0.99932373,HBACK,2,F,A,2,0,0,0
12904,0.79,0.822417813,HBACK,3,M,A,1,0,0,0
12910,1.5,0.024395528,MIBUS,4,M,A,5,0,0,0
12911,1.4,0.257144538,HBACK,2,M,A,4,0,0,0
12912,0.47,0.233328438,SEDAN,4,F,A,2,0,0,0
12916,4.08,0.820111974,STNWG,3,M,A,2,0,0,0
12917,1.32,0.841253135,STNWG,4,F,A,3,0,0,0
12920,1.76,0.238017551,UTE,3,M,A,2,0,0,0
12922,2.87,0.415898329,HDTOP,3,M,A,5,0,0,0
12924,1.62,0.498941968,SEDAN,3,F,A,4,0,0,0
12927,0.95,0.581686907,HBACK,3,F,A,6,0,0,0
12933,2.02,0.574636427,SEDAN,2,F,A,5,0,0,0
12934,1.18,0.248974283,SEDAN,3,M,A,3,0,0,0
12941,0.53,0.457489408,HBACK,4,F,A,1,0,0,0
12950,4.36,0.517406455,UTE,1,M,A,5,0,0,0
12956,1.09,0.871937067,HBACK,3,F,A,3,0,0,0
12958,3.33,0.848424783,SEDAN,1,M,A,6,0,0,0
12962,1.5,0.600733269,SEDAN,3,F,A,4,0,0,0
12964,0.81,0.233681058,HBACK,3,F,A,1,0,0,0
12966,0.97,0.236223389,SEDAN,3,F,A,6,0,0,0
12968,0.66,0.622224804,SEDAN,4,M,A,5,0,0,0
12970,1.08,0.394503242,HBACK,3,F,A,4,0,0,0
12971,1.37,0.130621311,HBACK,3,M,A,6,0,0,0
12974,1.52,0.078111523,HBACK,1,F,A,2,0,0,0
12975,1.87,0.842511511,HBACK,2,F,A,2,0,0,0
12977,1.16,0.390076521,SEDAN,3,F,A,6,0,0,0
12980,4.19,0.532253423,TRUCK,2,F,A,6,0,0,0
12982,1.64,0.170496442,SEDAN,2,M,A,6,0,0,0
12987,1.33,0.375520567,STNWG,4,F,A,4,0,0,0
12988,1.19,0.462954784,SEDAN,3,M,A,2,0,0,0
12992,4.69,0.536769469,STNWG,1,F,A,2,0,0,0
12993,0.28,0.969253896,HBACK,4,F,A,4,0,0,0
12994,1.28,0.403127513,HBACK,2,F,A,2,0,0,0
12997,2.32,0.87908729,STNWG,3,M,A,4,0,0,0
13001,2.3,0.426650012,SEDAN,1,M,A,6,0,0,0
13006,1.51,0.903584472,SEDAN,3,M,A,6,0,0,0
13007,2.27,0.371265583,SEDAN,3,F,A,4,0,0,0
13010,1.38,0.230137042,HBACK,3,M,A,4,0,0,0
13012,1.25,0.130514084,SEDAN,3,M,A,6,0,0,0
13014,0.98,0.904120368,HBACK,3,F,A,4,0,0,0
13019,1.71,0.377447959,SEDAN,2,F,A,5,0,0,0
13020,1.18,0.192210867,UTE,4,M,A,3,0,0,0
13022,1,0.903566509,SEDAN,3,F,A,5,0,0,0
13024,0.66,0.870895063,SEDAN,4,F,A,5,0,0,0
13025,1.52,0.637871344,SEDAN,3,F,A,2,0,0,0
13030,1.5,0.853152074,HBACK,2,M,A,3,0,0,0
13032,0.74,0.140371681,SEDAN,4,M,A,5,0,0,0
13033,1.42,0.643043365,UTE,3,M,A,5,0,0,0
13034,2.07,0.418633072,SEDAN,1,M,A,1,0,0,0
13035,2.54,0.458667202,STNWG,2,F,A,3,0,0,0
13038,4.7,0.901403507,STNWG,2,F,A,4,0,0,0
13041,0.42,0.575077259,STNWG,4,F,A,5,0,0,0
13044,0.73,0.129859296,HBACK,4,F,A,2,0,0,0
13053,0.94,0.430626564,UTE,4,M,A,3,0,0,0
13054,5.18,0.109913142,STNWG,2,F,A,3,0,0,0
13056,1.91,0.56682379,STNWG,3,M,A,3,0,0,0
13059,0.99,0.208610712,HBACK,2,F,A,5,0,0,0
13062,2.59,0.586254194,SEDAN,1,F,A,4,0,0,0
13063,3.85,0.988520057,TRUCK,2,M,A,2,0,0,0
13064,1.72,0.218881999,COUPE,4,M,A,1,0,0,0
13066,4.04,0.421042695,TRUCK,2,M,A,4,0,0,0
13068,1.4,0.042966073,HBACK,2,M,A,3,0,0,0
13069,1.62,0.269767422,SEDAN,3,F,A,4,0,0,0
13072,1.02,0.886046867,SEDAN,4,F,A,6,0,0,0
13076,1.77,0.8843507,SEDAN,3,F,A,5,0,0,0
13080,1.22,0.142949759,SEDAN,4,F,A,4,0,0,0
13083,1.68,0.551997049,HBACK,2,F,A,4,0,0,0
13084,1.89,0.885832549,SEDAN,2,M,A,3,0,0,0
13085,3,0.410394029,STNWG,1,M,A,5,0,0,0
13086,0.71,0.900989634,HBACK,4,F,A,3,0,0,0
13087,1.91,0.269119371,SEDAN,1,F,A,2,0,0,0
13096,0.82,0.200422785,HBACK,3,M,A,2,0,0,0
13097,0.5,0.498246624,HBACK,4,M,A,5,0,0,0
13099,0.68,0.54275251,HBACK,4,F,A,3,0,0,0
13100,1.92,0.886792234,HBACK,3,M,A,3,0,0,0
13105,2.04,0.493953056,HBACK,1,F,A,5,0,0,0
13107,1.01,0.18675457,SEDAN,3,F,A,5,0,0,0
13111,0.74,0.177914266,SEDAN,4,F,A,3,0,0,0
13113,2.22,0.459196406,HBACK,1,F,A,2,0,0,0
13114,2.12,0.402857063,SEDAN,2,F,A,3,0,0,0
13116,1.76,0.198043613,SEDAN,3,M,A,3,0,0,0
13118,1.49,0.230192471,HBACK,1,F,A,2,0,0,0
13120,0.75,0.314302309,HBACK,3,F,A,4,0,0,0
13122,0.29,0.230246946,HBACK,4,M,A,5,0,0,0
13124,2.41,0.49362542,STNWG,3,M,A,3,0,0,0
13127,1.61,0.648709644,SEDAN,3,M,A,4,0,0,0
13128,1.13,0.701578097,HDTOP,4,F,A,2,0,0,0
13131,0.38,0.382925759,SEDAN,4,M,A,4,0,0,0
13133,1.4,0.227015295,SEDAN,3,M,A,3,0,0,0
13134,0.72,0.230024931,SEDAN,4,F,A,2,0,0,0
13136,1.31,0.707391101,HBACK,2,F,A,2,0,0,0
13142,2.08,0.074061047,SEDAN,1,F,A,5,0,0,0
13144,2.95,0.818768,STNWG,2,M,A,5,0,0,0
13146,0.73,0.053806549,HBACK,4,F,A,2,0,0,0
13148,1.43,0.813460628,HBACK,2,F,A,5,0,0,0
13151,0.78,0.86194231,SEDAN,4,F,A,4,0,0,0
13155,0.52,0.860656832,SEDAN,4,M,A,4,0,0,0
13157,1.8,0.195549305,SEDAN,2,F,A,6,0,0,0
13159,1.88,0.248943069,HBACK,2,F,A,4,0,0,0
13161,2.77,0.199593057,STNWG,2,F,A,3,0,0,0
13162,4.59,0.402626437,MCARA,2,M,A,4,0,0,0
13163,1.12,0.54998422,UTE,4,M,A,3,0,0,0
13167,3.29,0.165880324,SEDAN,1,F,A,2,0,0,0
13171,7.12,0.447501058,CONVT,1,M,A,4,0,0,0
13179,0.44,0.539372366,SEDAN,4,F,A,5,0,0,0
13183,2.47,0.838650631,STNWG,2,M,A,2,0,0,0
13184,1.65,0.14524643,SEDAN,2,F,A,5,0,0,0
13189,5.38,0.199322758,STNWG,2,M,A,3,0,0,0
13197,4.56,0.033651562,STNWG,1,F,A,3,0,0,0
13198,1.37,0.261423792,HDTOP,3,M,A,6,0,0,0
13200,1.05,0.144515355,HBACK,2,F,A,4,0,0,0
13202,1.07,0.245769594,HBACK,3,F,A,4,0,0,0
13203,0.86,0.645897827,HBACK,3,F,A,3,0,0,0
13205,4.6,0.505106935,STNWG,1,M,A,5,0,0,0
13206,1.64,0.913663803,SEDAN,3,M,A,5,0,0,0
13210,2.04,0.101354463,SEDAN,2,F,A,3,0,0,0
13212,1.63,0.810549129,SEDAN,1,F,A,1,0,0,0
13213,2.13,0.861031194,SEDAN,2,M,A,4,0,0,0
13215,1.58,0.546065768,PANVN,3,M,A,5,0,0,0
13220,0.4,0.581946111,SEDAN,4,F,A,4,0,0,0
13221,0.39,0.54595731,HBACK,4,M,A,3,0,0,0
13226,1.14,0.408237525,HBACK,3,F,A,4,0,0,0
13231,2.8,0.447413347,SEDAN,1,F,A,3,0,0,0
13232,4.12,0.686723314,STNWG,2,M,A,4,0,0,0
13234,2.7,0.274587639,STNWG,3,M,A,2,0,0,0
13237,0.4,0.861397375,HBACK,4,M,A,6,0,0,0
13239,2.22,0.440838777,SEDAN,3,M,A,2,0,0,0
13240,1.19,0.130650152,SEDAN,4,M,A,5,0,0,0
13244,1.16,0.882338044,STNWG,3,F,A,6,0,0,0
13246,4.24,0.847840834,UTE,1,M,A,1,0,0,0
13247,1.02,0.488378061,HBACK,3,M,A,3,0,0,0
13251,3.7,0.466185039,STNWG,2,M,A,4,0,0,0
13255,1.25,0.86152387,STNWG,4,M,A,3,0,0,0
13259,1.97,0.615482205,SEDAN,2,F,A,3,0,0,0
13260,1.64,0.531722437,STNWG,4,F,A,5,0,0,0
13261,2.48,0.859976403,SEDAN,2,F,A,4,0,0,0
13267,2.48,0.147673372,SEDAN,1,F,A,1,0,0,0
13268,1.2,0.478829629,SEDAN,3,F,A,1,0,0,0
13270,0.89,0.538356847,STNWG,4,M,A,5,0,0,0
13271,1.63,0.392740721,PANVN,3,M,A,1,0,0,0
13275,0.42,0.059580464,HBACK,4,M,A,2,0,0,0
13280,0.47,0.881830673,STNWG,4,F,A,4,0,0,0
13283,1.48,0.95958972,SEDAN,3,M,A,5,0,0,0
13285,0.7,0.183033909,HBACK,3,F,A,3,0,0,0
13286,1.52,0.830310547,HBACK,1,F,A,4,0,0,0
13289,2.51,0.96959344,UTE,3,M,A,2,0,0,0
13290,0.32,0.406553786,HBACK,4,F,A,4,0,0,0
13293,1.37,0.273103845,HBACK,1,M,A,2,0,0,0
13294,1.59,0.306962912,SEDAN,2,M,A,5,0,0,0
13297,1.56,0.725318976,SEDAN,2,F,A,3,0,0,0
13308,1.34,0.06669686,HBACK,1,F,A,2,0,0,0
13315,1.05,0.543287329,HBACK,2,F,A,2,0,0,0
13324,1.27,0.39639863,SEDAN,2,M,A,6,0,0,0
13327,1.96,0.549867715,SEDAN,2,M,A,6,0,0,0
13328,1.82,0.616979366,HBACK,3,F,A,4,0,0,0
13330,1.58,0.632699374,SEDAN,3,F,A,4,0,0,0
13331,2.38,0.430292196,HDTOP,2,M,A,2,0,0,0
13335,1.27,0.24837747,SEDAN,3,F,A,5,0,0,0
13349,1.79,0.202214763,HBACK,2,M,A,2,0,0,0
13352,1.48,0.220747854,SEDAN,2,F,A,1,0,0,0
13355,5.3,0.999334175,STNWG,1,F,A,4,0,0,0
13358,1.23,0.264219528,UTE,4,M,A,1,0,0,0
13366,6.55,0.239984783,STNWG,2,M,A,2,0,0,0
13368,1,0.387447013,HBACK,4,F,A,5,0,0,0
13369,0.6,0.436649696,COUPE,4,F,A,1,0,0,0
13371,0.75,0.567935284,SEDAN,4,M,A,6,0,0,0
13372,0.56,0.387204596,HBACK,4,M,A,2,0,0,0
13373,1.19,0.573032507,SEDAN,3,F,A,4,0,0,0
13382,0.83,0.619347159,HBACK,4,F,A,6,0,0,0
13383,3.39,0.676129772,STNWG,2,F,A,4,0,0,0
13388,1.47,0.808753851,UTE,3,M,A,3,0,0,0
13392,1.53,0.304229279,HBACK,1,F,A,5,0,0,0
13396,0.55,0.266878725,STNWG,4,F,A,5,0,0,0
13398,1.64,0.232380472,HBACK,3,F,A,4,0,0,0
13399,0.86,0.186894407,UTE,4,M,A,5,0,0,0
13409,0.52,0.125457561,HBACK,4,F,A,6,0,0,0
13411,1.31,0.125961472,SEDAN,3,F,A,5,0,0,0
13412,2.03,0.964133544,STNWG,4,M,A,5,0,0,0
13418,1.3,0.243891462,SEDAN,3,F,A,1,0,0,0
13419,1.82,0.295031055,SEDAN,2,F,A,5,0,0,0
13423,0.83,0.245591755,HBACK,3,F,A,5,0,0,0
13425,1.03,0.130007383,HBACK,3,F,A,5,0,0,0
13426,0.44,0.898402941,SEDAN,4,M,A,6,0,0,0
13431,1.57,0.100022549,HBACK,2,F,A,4,0,0,0
13432,3.37,0.422584042,STNWG,3,M,A,3,0,0,0
13437,1.12,0.897836049,SEDAN,3,M,A,3,0,0,0
13439,2.53,0.103382523,STNWG,3,M,A,5,0,0,0
13441,3.24,0.116208759,STNWG,2,M,A,1,0,0,0
13445,1.03,0.104707527,SEDAN,3,F,A,6,0,0,0
13448,0.45,0.581768421,SEDAN,4,F,A,3,0,0,0
13451,1.64,0.902401118,SEDAN,3,F,A,1,0,0,0
13452,2.01,0.042357446,SEDAN,2,M,A,4,0,0,0
13454,1.95,0.784082395,STNWG,4,M,A,4,0,0,0
13456,1.35,0.205012817,SEDAN,3,M,A,2,0,0,0
13458,0.87,0.889713981,COUPE,4,F,A,2,0,0,0
13462,4.44,0.242088974,STNWG,2,M,A,4,0,0,0
13464,0.45,0.489095823,SEDAN,4,F,A,1,0,0,0
13465,1.56,0.127876859,SEDAN,2,F,A,3,0,0,0
13472,1.59,0.49850294,SEDAN,3,F,A,4,0,0,0
13476,0.41,0.274260936,TRUCK,4,M,A,4,0,0,0
13477,0.84,0.174462236,HBACK,4,F,A,6,0,0,0
13478,1.72,0.316461239,STNWG,4,M,A,2,0,0,0
13480,1.66,0.59385571,SEDAN,2,M,A,4,0,0,0
13481,1.6,0.487937681,SEDAN,2,M,A,2,0,0,0
13484,0.54,0.595344034,SEDAN,4,F,A,3,0,0,0
13485,2.3,0.175476579,STNWG,2,F,A,3,0,0,0
13492,0.46,0.275859915,HBACK,4,F,A,2,0,0,0
13495,1.38,0.458387008,HBACK,2,F,A,3,0,0,0
13505,1.33,0.237401876,HBACK,3,F,A,2,0,0,0
13508,0.93,0.602944135,HBACK,3,M,A,4,0,0,0
13510,1.57,0.625670609,STNWG,4,M,A,3,0,0,0
13512,1.07,0.099153465,SEDAN,3,M,A,1,0,0,0
13514,2.92,0.141773114,STNWG,3,M,A,3,0,0,0
13516,1.7,0.290358455,HBACK,2,M,A,4,0,0,0
13517,2.46,0.571983062,STNWG,3,F,A,3,0,0,0
13520,2.42,0.730327049,STNWG,2,M,A,2,0,0,0
13521,1.24,0.283722421,MIBUS,4,F,A,3,0,0,0
13522,0.71,0.813624914,HBACK,4,F,A,5,0,0,0
13526,1.49,0.811850699,SEDAN,3,M,A,5,0,0,0
13527,0.65,0.162013283,SEDAN,4,F,A,4,0,0,0
13528,0.44,0.303757161,HBACK,4,F,A,2,0,0,0
13529,0.53,0.953738244,HBACK,4,F,A,3,0,0,0
13534,1.34,0.844329314,HBACK,2,F,A,2,0,0,0
13542,0.45,0.101522919,HBACK,4,F,A,6,0,0,0
13544,1.64,0.321549136,SEDAN,3,F,A,4,0,0,0
13547,1.78,0.904140484,HDTOP,3,F,A,2,0,0,0
13552,0.81,0.814302733,HBACK,3,F,A,5,0,0,0
13555,2.35,0.850147626,HBACK,2,F,A,3,0,0,0
13557,1.1,0.850169057,SEDAN,3,M,A,4,0,0,0
13561,1.12,0.858490287,HBACK,3,F,A,3,0,0,0
13562,0.79,0.16671129,HBACK,4,F,A,5,0,0,0
13566,1.52,0.514479895,HBACK,1,F,A,4,0,0,0
